id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
38301,0,2/8/13,Japan Food,1410,DWE,30.75223253,-3.36452832,Fpct Church,0,Lake Tanganyika,Kavyuru,Kigoma,16,1,Kibondo,Gwanumpu,350,TRUE,GeoData Consultants Ltd,VWC,Bukirilo gravity water supply,FALSE,2012,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
10948,0,10/20/12,World Vision,0,DWE,32.87597047,-4.2063841,Kwa Ibrahim,0,Lake Tanganyika,Usongwanhala,Tabora,14,1,Nzega,Uduka,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
33232,500,10/25/12,Hesawa,1530,Hesawa,34.7109555,-1.76823106,Petro Waitara,0,Lake Victoria,Center,Mara,20,2,Serengeti,Machochwe,750,TRUE,GeoData Consultants Ltd,VWC,,,1998,nira/tanira,nira/tanira,handpump,vwc,user-group,pay monthly,monthly,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
61415,0,7/26/11,Hesawa,1220,DWE,32.91322003,-2.05342264,Kwamalima,0,Lake Victoria,Amuhama,Mwanza,19,1,Ukerewe,Igalla,300,TRUE,GeoData Consultants Ltd,,,TRUE,1994,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
69131,50,1/23/13,Anglican Church,383,Anglikana,38.58087123,-10.62851574,Darajani,0,Ruvuma / Southern Coast,Mkwajuni,Mtwara,90,33,Masasi,Namatutwe,3000,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2009,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
73555,0,8/20/11,Aimgold,0,AIMGGOLD,0,-2.00E-08,Bombani,0,Lake Tanganyika,Sobola,Mwanza,19,6,Geita,Kaseme,0,TRUE,GeoData Consultants Ltd,VWC,Borehole,TRUE,0,afridev,afridev,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump
46610,500,3/6/13,Government Of Tanzania,946,Central govt,37.58530386,-3.75021614,Kwa Juma Selenda,0,Pangani,Mangara,Kilimanjaro,3,2,Mwanga,Lembeni,40,TRUE,GeoData Consultants Ltd,Water Board,Chanjare water supply,TRUE,1972,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
20922,0,2/13/13,,1501,,34.69597966,-5.03699814,Sumbi,0,Internal,Unyikungu,Singida,13,2,Singida Rural,Ihanja,1,TRUE,GeoData Consultants Ltd,VWC,,,1990,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other
55743,0,8/5/11,,0,,33.56034041,-9.09092201,Kwa Nasibu,0,Lake Nyasa,Msasani,Mbeya,12,4,Rungwe,Isongole,0,TRUE,GeoData Consultants Ltd,VWC,N,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
19341,0,2/25/11,Veo,28,Da,38.84321908,-6.58312227,Bomba La Serikali,0,Wami / Ruvu,Mfulu,Pwani,6,1,Bagamoyo,Yombo,2,FALSE,GeoData Consultants Ltd,Company,Bagamoyo Wate,TRUE,2011,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
9588,0,4/1/11,Kkkt,0,KKKT,32.79421888,-9.12042103,Simbooye,0,Lake Rukwa,Mtakuja,Mbeya,12,6,Mbozi,Ihanda,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
3293,0,10/11/12,Government Of Tanzania,0,Government,33.86579295,-3.33848751,Kwa Jimokela,0,Internal,Mlimani A,Shinyanga,17,2,Maswa,Busilili,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
55490,0,2/19/13,Gtz,1630,GTZ,37.59088914,-3.18718104,Kwa Peter Kitutu,0,Pangani,Muhaka,Kilimanjaro,3,1,Rombo,Kelamfua Mokala,1,TRUE,GeoData Consultants Ltd,Company,Maha water supply,TRUE,2008,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
67678,20,2/22/13,Muwsa,797,MUWSA,37.34740551,-3.3502403,Bunda,0,Pangani,Relwe Street,Kilimanjaro,3,6,Moshi Urban,Njoro,1,TRUE,GeoData Consultants Ltd,Water authority,Njoro Water Supply,TRUE,2004,gravity,gravity,gravity,water authority,commercial,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe
36119,0,2/19/11,Unicef,112,RDC,39.18876281,-7.65888299,Msikitini,0,Rufiji,Mawichi,Pwani,60,53,Rufiji,Mahege,1530,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1999,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
62775,0,3/12/13,,1362,,36.73193672,-3.37781768,Sorenyi,0,Pangani,Sorenyi,Arusha,2,3,Arusha Urban,Baraa,1,TRUE,GeoData Consultants Ltd,Water Board,W,,2000,other,other,other,water board,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other
68162,0,2/7/13,Unicef,1294,TWESA,30.47489443,-3.70811334,Nyarugunga Primary School,0,Lake Tanganyika,Nyamakorongo,Kigoma,16,1,Kibondo,Kazazi,450,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2005,gravity,gravity,gravity,water board,user-group,unknown,unknown,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
66128,10,1/16/13,Jaic,477,JAIC,37.90618638,-9.94683886,Kwa Mzee Matipa,0,Ruvuma / Southern Coast,Ukombozi,Lindi,80,43,Liwale,Mangirikiti,350,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2007,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,dry,dry,machine dbh,borehole,groundwater,other,other
12036,50,3/12/11,Private Individual,173,WU,38.35101087,-6.64400617,Majid,0,Wami / Ruvu,Mbala,Pwani,6,1,Bagamoyo,Chalinze,50,FALSE,GeoData Consultants Ltd,WUA,Chalinze wate,TRUE,2010,ksb,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
15739,0,10/22/12,Rwssp,0,WEDECO,34.10495503,-3.4205866,Mwakayango,0,Internal,Mwangikulu,Shinyanga,17,6,Meatu,Itinje,0,TRUE,GeoData Consultants Ltd,WUG,None,TRUE,0,other,other,other,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
57048,100,2/12/13,Danida,818,DANIDA,36.04083816,-10.5245354,Kwa Kina Mbaliani,0,Rufiji,Misufini,Ruvuma,10,5,Namtumbo,Msindo,200,TRUE,GeoData Consultants Ltd,VWC,Libango water use group scheme,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe
15825,0,7/15/11,Oxfam,0,OXFAM,30.78835329,-2.38068605,Mbaju,0,Lake Victoria,Mtega,Kagera,18,30,Ngara,Rusumo,0,TRUE,GeoData Consultants Ltd,VWC,Mumikindo spring source,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe
45590,0,3/31/11,,0,,34.70462742,-8.32259921,Kwa Mgute,0,Rufiji,Igubike,Mbeya,12,7,Mbarali,Madibira,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
18055,100,3/1/11,Dhv,310,DWE,37.795571,-7.04760938,Kwa Mzee Musa,0,Wami / Ruvu,Nyalangule,Morogoro,5,2,Morogoro Rural,Kisemu,80,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1997,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,salty,salty,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump
34073,0,10/3/12,Oxfarm Gb,0,EMANDA BUILDERS,33.44722642,-3.68392348,Shuleni,0,Internal,Iwe Lyangula,Shinyanga,17,7,Shinyanga Urban,Kitangili,0,FALSE,GeoData Consultants Ltd,Parastatal,,FALSE,0,gravity,gravity,gravity,parastatal,parastatal,pay per bucket,per bucket,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
14860,0,1/22/13,Rwssp,0,DWE,32.42815945,-3.33075622,Igembesabo,0,Lake Tanganyika,Kabanda Namba Moja,Shinyanga,17,3,Kahama,Lunguya,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,milky,milky,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump
53713,0,3/14/13,Mount Meru Flowers,1303,Mount meru flowers,36.77067078,-3.37698136,Mount Meru Flowers,0,Pangani,Makisoro,Arusha,2,7,Meru,Akheri,98,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2008,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
69327,0,1/23/13,,1482,,34.60032502,-4.77989368,Saidi Ighembe,0,Internal,Mayuyuda,Singida,13,2,Singida Rural,Sepuko,1,TRUE,GeoData Consultants Ltd,VWC,,,1980,other,other,other,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other
60169,500,3/2/11,Dhv,296,DWE,36.67916558,-8.31564157,Miembeni,0,Rufiji,Iragua,Morogoro,5,3,Ulanga,Minepa,400,TRUE,GeoData Consultants Ltd,,,TRUE,1996,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
26798,750,1/25/13,Government Of Tanzania,1256,DWE,30.06031119,-4.69393049,Sekondari,0,Lake Tanganyika,Mwenge,Kigoma,16,2,Kasulu,Muzye,450,TRUE,GeoData Consultants Ltd,Water authority,Lundugu,TRUE,2008,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
37122,0,4/5/11,Ir,974,ir,37.08407,-6.00506008,Mateteni,0,Wami / Ruvu,Mtakuja,Morogoro,5,1,Kilosa,Chakwale,350,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1996,swn 80,swn 80,handpump,vwc,user-group,other,other,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
45156,500,2/22/11,Danida,1763,Danid,34.50436344,-9.89212831,none,0,Lake Nyasa,Manyanya,Iringa,11,5,Ludewa,Mawengi,1,TRUE,GeoData Consultants Ltd,VWC,Makanj,TRUE,1992,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
22874,0,3/2/11,Government Of Tanzania,48,DWE,38.5750937,-6.7975229,Kwa Kizigo,0,Wami / Ruvu,Kwala,Pwani,6,2,Kibaha,Kwala,400,TRUE,GeoData Consultants Ltd,VWC,upper Ruvu,TRUE,1974,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
58774,0,3/30/11,,0,,34.82583361,-8.18880341,Kwa Ng'Oko,0,Rufiji,Kanamalenga,Mbeya,12,7,Mbarali,Madibira,0,TRUE,GeoData Consultants Ltd,WUA,,TRUE,0,afridev,afridev,handpump,wua,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump
40092,0,8/4/11,Hifab,0,Hesawa,33.33973963,-2.97035714,Welamasonga,0,Lake Victoria,Welamasonga,Mwanza,19,4,Kwimba,Ngudu,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump
17487,500,3/10/11,Kkkt,1977,Commu,34.35667818,-9.6105171,none,0,Lake Nyasa,Kisekelew,Iringa,11,3,Makete,Lupila,0,TRUE,GeoData Consultants Ltd,VWC,Igumbi,FALSE,1992,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
35886,0,3/6/11,Dhv,1221,DWE,35.37578751,-8.75835126,Kibondereli,0,Rufiji,Lugala,Morogoro,5,3,Kilombero,Uchindile,200,TRUE,GeoData Consultants Ltd,,,TRUE,1998,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
49892,0,2/10/13,Tassaf,1391,TASSAF,30.63213158,-3.82739331,Augustino Godfred,0,Lake Tanganyika,Shuleni,Kigoma,16,1,Kibondo,Busagara,230,TRUE,GeoData Consultants Ltd,VWC,Kifura gravity water supply,FALSE,2003,gravity,gravity,gravity,unknown,unknown,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
66338,0,3/16/11,World Vision,457,Local te,37.42290341,-6.9161357,Kwa Mrere,0,Wami / Ruvu,Kololo,Morogoro,5,6,Mvomero,Melela,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2002,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
35481,0,4/8/11,Government Of Tanzania,0,Central Government,33.34808888,-9.19881262,Ibrahim Ntela,0,Lake Nyasa,Ilembo Madukani,Mbeya,12,2,Mbeya Rural,Ilembo,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,submersible,submersible,submersible,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
4135,0,3/14/11,World Bank,0,DWE,35.35265658,-5.17881846,Doyo,0,Internal,Doyo,Dodoma,1,1,Kondoa,Lalta,0,TRUE,GeoData Consultants Ltd,VWC,Ilas,FALSE,0,cemo,other motorpump,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
54191,0,7/8/11,Jbg,0,JBG,30.57090108,-2.62987473,Rama,0,Lake Victoria,Kibirizi,Kagera,18,30,Ngara,Keza,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
31349,20,2/19/13,Olumuro,1039,Village community,36.67222636,-3.62965193,Shule Ya Msingi,0,Pangani,Inoti,Manyara,21,4,Simanjiro,Oljoro,300,TRUE,GeoData Consultants Ltd,VWC,Olumuro pipe scheme,TRUE,2006,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
72271,0,8/22/11,Rudep,1767,DWE,31.7498392,-8.5344248,Kwa Mzee Lutungu,0,Lake Rukwa,Wala,Rukwa,15,2,Sumbawanga Rural,Katazi,420,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1990,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
48863,500,2/9/13,Sema,1076,SEMA,34.23099717,-4.21836909,Mwembule,0,Internal,Mwembule,Singida,13,1,Iramba,Ntwike,219,TRUE,GeoData Consultants Ltd,WUA,,TRUE,2011,nira/tanira,nira/tanira,handpump,wua,user-group,pay monthly,monthly,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump
13758,0,7/15/11,Government Of Tanzania,0,DWE,30.96467793,-1.66590979,Kwabutamanya,0,Lake Victoria,Rwemgogo,Kagera,18,1,Karagwe,Kiruruma,0,TRUE,GeoData Consultants Ltd,VWC,Nyamitoko  water,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe
33443,0,7/18/11,H,0,H,33.02026237,-2.39164691,Kwa Onrsmo Gunze,0,Lake Victoria,1,Mwanza,19,8,Magu,Lutale,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay monthly,monthly,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
12003,0,10/29/12,Dwe,0,DWE,31.9160792,-5.25143201,Utewe,0,Lake Tanganyika,Utewe,Tabora,14,4,Urambo,Ukondamoyo,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
10845,0,3/4/11,Danida,1693,DWE,35.14670638,-8.18306336,none,0,Rufiji,K,Iringa,11,2,Mufindi,Igombavanu,0,FALSE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump
47,0,8/20/11,Rudep,1547,DWE,31.98521626,-8.7966666,Shamba La Shule Legeza Mwendo,0,Lake Rukwa,Chiondo,Rukwa,15,2,Sumbawanga Rural,Legezamwendo,400,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1985,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
70492,500,4/15/11,Rc Church,1977,ACRA,34.68086633,-9.2406243,Lutheran Church,0,Rufiji,Ukalawa,Iringa,11,4,Njombe,Imalinyi,175,TRUE,GeoData Consultants Ltd,WUA,mtwango water supply scheme,TRUE,2009,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
11346,20,3/24/11,District Council,369,Handeni Trunk Main(,38.51188187,-5.51807432,Dispensary,22,Pangani,Makambajeki,Tanga,4,6,Handeni,Mgambo,200,TRUE,GeoData Consultants Ltd,VWC,Handeni Trunk Main(H,TRUE,0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe
20126,0,7/5/11,,0,,33.56061221,-9.2145227,Shuleni Ya Msingi Nsongwa,0,Lake Nyasa,Nsongwa,Mbeya,12,4,Rungwe,Kyimo,0,TRUE,GeoData Consultants Ltd,VWC,I,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
51000,0,7/27/11,Danida,0,DWE,30.50896232,-2.52455324,Centre,0,Lake Victoria,Mukafunzo,Kagera,18,30,Ngara,Mugoma,0,TRUE,GeoData Consultants Ltd,VWC,Mumigezi spring source,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
64505,0,2/16/13,Dwe,1406,DWE,36.54610185,-4.25642189,Oludubwi,0,Internal,Olududwi,Manyara,21,4,Simanjiro,Loibor Siret,150,,GeoData Consultants Ltd,,,TRUE,2009,submersible,submersible,submersible,vwc,user-group,never pay,never pay,salty,salty,enough,enough,machine dbh,borehole,groundwater,cattle trough,cattle trough
58329,500,3/8/11,Ki,449,Ki,37.06873712,-6.85937357,Kwa Mtambike,0,Wami / Ruvu,Mkunguni,Morogoro,5,1,Kilosa,Mabwerebwere,480,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2004,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
6311,0,7/15/11,Government Of Tanzania,0,DWE,33.35264444,-2.578048,Kwa Mama Luja,0,Lake Victoria,Kahangara,Mwanza,19,2,Magu,Kahangara,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,lake,river/lake,surface,communal standpipe,communal standpipe
22286,400,3/26/11,Dhv,307,DWE,36.87551656,-7.88181542,Kwamuhugo,0,Rufiji,Kichangani,Morogoro,5,3,Kilombero,Kisawasawa,340,TRUE,GeoData Consultants Ltd,Water Board,Ichonde,TRUE,1996,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe
35013,0,2/1/13,Dwsp,0,DWE,0,-2.00E-08,Songambele,0,Lake Victoria,Ligembe,Shinyanga,17,1,Bariadi,Mbita,0,,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
6274,0,10/23/12,Mileniam Project,0,Mileniam project,32.63319622,-5.05439613,Rashidi Said,0,Lake Tanganyika,Huloani,Tabora,14,3,Uyui,Ilolangulu,0,TRUE,GeoData Consultants Ltd,VWC,Ilolangulu water supply,TRUE,0,mono,mono,motorpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
30904,0,7/18/11,Plan International,0,Plan Internationa,0,-2.00E-08,H.R Hotel,0,Lake Victoria,Tambukaleri,Mwanza,19,6,Geita,Kalangalala,0,TRUE,GeoData Consultants Ltd,VWC,Borehole,TRUE,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
46606,0,2/25/13,Hesawa,1477,HESAWA,34.61387763,-1.73712329,Peter Ntera,0,Lake Victoria,Kwanina,Mara,20,2,Serengeti,Rung'bure,4000,,GeoData Consultants Ltd,Other,,TRUE,1995,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
18461,1000,4/3/13,Danida,917,DWE,35.34507312,-10.85916147,Kwa Soni,0,Ruvuma / Southern Coast,Songambele,Ruvuma,10,2,Songea Rural,Magagura,0,TRUE,GeoData Consultants Ltd,VWC,Mradi wa maji wa magagula,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
15256,0,3/3/13,Government Of Tanzania,1106,District council,37.66043891,-3.21752559,Kwa Michael,0,Pangani,Mandateni,Kilimanjaro,3,1,Rombo,Keni  Alleni,1,TRUE,GeoData Consultants Ltd,Company,Machame Aleni water supply,TRUE,1980,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
625,0,10/26/12,Care International,1569,Care international,34.64076139,-1.78844917,Shuleni,0,Lake Victoria,Madukani /Center,Mara,20,2,Serengeti,Nyamoko,552,FALSE,GeoData Consultants Ltd,Water authority,,,2010,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,enough,enough,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
42122,600,3/10/11,Solidarm,284,DWE,36.67894526,-8.30628575,Imani,0,Rufiji,Manjore,Morogoro,5,3,Ulanga,Minepa,552,TRUE,GeoData Consultants Ltd,,,TRUE,2010,other,other,other,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
18277,30,2/10/13,World Bank,1113,TAN PLANT LTD,34.25080081,-4.37250045,Zahanati,0,Internal,Shuleni,Singida,13,1,Iramba,Shelui,195,TRUE,GeoData Consultants Ltd,VWC,Kibigiri water supply,TRUE,2009,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
68501,0,10/18/12,Government Of Tanzania,0,Government,34.0684007,-3.30773241,Mwabalele,0,Internal,Ifungilo,Shinyanga,17,2,Maswa,Mpindo,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
8816,0,2/16/13,Rwssp,0,DWE,0,-2.00E-08,Nkinda Daima,0,Lake Victoria,Mwamabu,Shinyanga,17,1,Bariadi,Nyakabindi,0,FALSE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
62879,50,2/15/13,,1512,,34.76871642,-5.1327538,Sokoni,0,Internal,Misri,Singida,13,2,Singida Rural,Ikungu,250,TRUE,GeoData Consultants Ltd,VWC,I,,2000,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
18554,0,2/12/13,Ministry Of Water,1262,DWE,35.83908979,-4.15465863,Kwa Peter,0,Internal,Mamire Kati,Manyara,21,1,Babati,Mamire,240,TRUE,GeoData Consultants Ltd,VWC,Mamire water supply,TRUE,2009,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
27712,1200,2/13/13,Mission,889,DWE,35.70756387,-10.78676407,Kwa Zigwahi,0,Ruvuma / Southern Coast,Namahimba,Ruvuma,10,2,Songea Rural,Matimira,0,TRUE,GeoData Consultants Ltd,VWC,Mradi wa maji wa matimila,TRUE,2000,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
46935,0,3/27/13,Unicef,1267,Government,35.00856892,-10.95605062,Huruma Shuleni,0,Ruvuma / Southern Coast,Losonga,Ruvuma,10,3,Mbinga,Mbinga Urban,20,,GeoData Consultants Ltd,Parastatal,,TRUE,1998,nira/tanira,nira/tanira,handpump,parastatal,parastatal,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump
57804,50,2/2/13,District Council,-37,MTUWASA,40.11209762,-10.28226352,Kwa Mzee Makita,0,Ruvuma / Southern Coast,Hikata,Mtwara,9,5,Mtwara Urban,Mtonya,150,TRUE,GeoData Consultants Ltd,Water authority,Hikata,FALSE,2010,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
