id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
71302,0,1/17/13,Rwssp,0,DWE,32.41204522,-3.26983665,Kwa Marco Akiba,0,Lake Tanganyika,Shibingo,Shinyanga,17,3,Kahama,Bugarama,0,TRUE,GeoData Consultants Ltd,,,FALSE,0,other,other,other,wug,user-group,unknown,unknown,milky,milky,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non functional
11549,0,1/16/13,Finn Water,474,FINN WATER,37.90918211,-9.94300157,Msikitini,0,Ruvuma / Southern Coast,Lututu,Lindi,80,43,Liwale,Mangirikiti,250,FALSE,GeoData Consultants Ltd,VWC,,TRUE,1982,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,dry,other,other,unknown,other,other,non functional
5116,0,7/27/11,Msikiti,0,MSIKIT,32.96089039,-2.64259728,Msikitin,0,Lake Victoria,Nyashishi,Mwanza,19,7,Missungwi,Usagara,0,,GeoData Consultants Ltd,Other,,FALSE,0,other,other,other,other,other,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,other,other,non functional
66603,20,3/4/11,Wua,300,WU,38.40456611,-6.12399125,Gari Bovu,0,Wami / Ruvu,Mwanakibwengo,Pwani,6,1,Bagamoyo,Miono,10,TRUE,GeoData Consultants Ltd,WUA,Chalinze wate,TRUE,2003,ksb,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
20685,250,2/3/13,Oxfarm,1529,OXFARM,29.79964503,-4.52241132,Kwa Rujaga,0,Lake Tanganyika,Mbweru,Kigoma,16,2,Kigoma Rural,Mkigo,350,TRUE,GeoData Consultants Ltd,Water authority,Mroroma,TRUE,2001,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,non functional
44654,0,10/3/12,Rwssp,0,DW,33.79651467,-3.57351204,Kwa Soda,0,Internal,Igwata,Shinyanga,17,8,Kishapu,Kishapu,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non functional
65214,0,7/27/11,,0,,33.54280265,-9.17616851,Kwa Mzee Mwalupanga,0,Lake Nyasa,Mpandapanda,Mbeya,12,4,Rungwe,Kiwira,0,TRUE,GeoData Consultants Ltd,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
19542,0,7/18/11,Swedish,0,Sengerema Water Department,32.74275693,-2.90068809,Hesawa,0,Lake Victoria,Nyasigu B,Mwanza,19,5,Sengerema,Igalula,0,TRUE,GeoData Consultants Ltd,VWC,None,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
20122,0,12/1/04,Cct,777,Regional Water,39.13008717,-10.57238528,Kwa Mzee Mkata,0,Ruvuma / Southern Coast,Mdenga Na Madi,Mtwara,90,33,Newala,Chilangala,280,TRUE,GeoData Consultants Ltd,VWC,Mbwinji/MWS,FALSE,1978,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,non functional
15760,0,8/13/11,Hifab,0,Hesawa,33.19276272,-2.7512896,Nyambiti B,0,Lake Victoria,Nyambiti,Mwanza,19,4,Kwimba,Sumve,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
69542,0,8/4/11,Hesawa,0,DWE,0,-2.00E-08,Manyabili,0,Lake Victoria,Ngwelo,Mwanza,19,6,Geita,Busolwa,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
8263,50,4/4/13,Government Of Tanzania,1162,Government,37.74119084,-3.98599708,Kwa Hassani,0,Pangani,Minyala,Kilimanjaro,3,3,Same,Njoro,120,TRUE,GeoData Consultants Ltd,Water authority,,,2012,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
66753,0,2/18/13,District Council,1170,D,37.64918748,-3.14906599,Kwa Leina Kombeti,0,Pangani,Mtimhoo,Kilimanjaro,3,1,Rombo,Kisale Msangara,1,TRUE,GeoData Consultants Ltd,Company,Kirachi water supply,TRUE,2009,gravity,gravity,gravity,company,commercial,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
64690,0,3/6/13,Government Of Tanzania,1387,Government,34.67950766,-2.14924502,Robanda Primary School,0,Lake Victoria,Machengere,Mara,20,2,Serengeti,Natta,60,,GeoData Consultants Ltd,WUG,Robanda pumping scheme,TRUE,1979,mono,mono,motorpump,wug,user-group,unknown,unknown,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
48178,0,10/27/12,Ministry Of Water,1645,Wizara ya maji,34.48343707,-1.35061562,Shuleni,0,Lake Victoria,Nyarutu,Mara,20,1,Tarime,Nyarero,200,TRUE,GeoData Consultants Ltd,,,FALSE,2009,afridev,afridev,handpump,vwc,user-group,unknown,unknown,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non functional
55522,0,2/20/11,Plan Int,82,DWE,38.66822285,-7.46759702,Kihale Helth Center,0,Rufiji,Biki,Pwani,60,33,Kisarawe,Marui,1,TRUE,GeoData Consultants Ltd,Private operator,Rain harvest,FALSE,2007,gravity,gravity,gravity,private operator,commercial,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
38157,50,3/27/11,District Council,510,Handeni Trunk Main(,38.18045246,-5.461319,Msikitini,5,Pangani,Mashine,Tanga,4,6,Handeni,Kiva,400,TRUE,GeoData Consultants Ltd,VWC,Handeni Trunk Main(H,TRUE,1980,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional
44506,0,3/19/11,Islamic Found,-20,Is,38.89884883,-6.44317203,Msikiti Magomeni A,0,Wami / Ruvu,Magomeni A,Pwani,6,1,Bagamoyo,Magomeni,100,TRUE,GeoData Consultants Ltd,Parastatal,,FALSE,2009,india mark ii,india mark ii,handpump,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
57174,30,3/28/11,District Council,460,Handeni Trunk Main(,38.23424145,-5.35169253,Kwa Salim Ngaido,5,Pangani,Bwembwela B,Tanga,4,6,Handeni,Sindeni,200,FALSE,GeoData Consultants Ltd,VWC,Handeni Trunk Main(H,TRUE,1975,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
46378,7,3/20/13,Germany Republi,1192,CES,37.22649694,-3.25852673,Kwa Naike,0,Pangani,Muro,Kilimanjaro,3,5,Hai,Machame Kaskazini,90,TRUE,GeoData Consultants Ltd,Water Board,Machame water supply,TRUE,2008,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
58390,0,4/2/11,Village Council,0,VILLAGE COUNCIL,33.53870498,-8.93730289,Tobias Patrick,0,Rufiji,Mwatezi,Mbeya,12,2,Mbeya Rural,Igale,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
25232,0,2/4/13,Tgrs,2569,TCRS,35.80243408,-2.9850898,Bulati,0,Internal,Munge,Arusha,2,5,Ngorongoro,Nainokanoka,145,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1994,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
57258,2200,2/28/11,Shipo,1871,SHIPO,34.8050462,-9.64886054,none,0,Lake Nyasa,Gangitakulo,Iringa,11,4,Njombe,Luponde,22,TRUE,GeoData Consultants Ltd,WUA,Luholo,TRUE,2005,gravity,gravity,gravity,wua,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
20382,0,2/20/11,Unicef/ Csp,108,RDC,39.0595482,-7.62924328,Bungu Dispensary 1,0,Rufiji,Nyakilo,Pwani,60,53,Rufiji,Bungu,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1994,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
26220,0,2/6/13,Norad,1860,Norad,31.62829033,-7.94427391,Shule Ya Msingi Majengo,0,Lake Rukwa,Majengo B,Rukwa,15,4,Sumbawanga Urban,Mazwi,2530,FALSE,GeoData Consultants Ltd,Other,,TRUE,1984,india mark ii,india mark ii,handpump,other,other,never pay,never pay,soft,good,dry,dry,machine dbh,borehole,groundwater,hand pump,hand pump,non functional
89,0,4/3/11,Government Of Tanzania,0,Gover,36.08978232,-6.6907959,Shuleni Igoji Ii,0,Rufiji,Isalaza,Dodoma,1,1,Mpwapwa,Mima,0,TRUE,GeoData Consultants Ltd,VWC,Igoj,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,non functional
16438,0,3/7/13,Government Of Tanzania,1198,District council,37.62234392,-3.28636134,Kwa Michael Mamkinga,0,Pangani,Ndini,Kilimanjaro,3,1,Rombo,Mahida Holili,1,TRUE,GeoData Consultants Ltd,Company,Mamsera water supply,TRUE,1990,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,non functional
11416,0,10/26/12,Dwsp,0,DWE,0,-2.00E-08,none,0,Lake Victoria,Ikungulyambeshi,Shinyanga,17,1,Bariadi,Kasoli,0,,GeoData Consultants Ltd,WUG,,FALSE,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non functional
7221,0,2/9/13,Danida,821,DANIDA,36.12786183,-10.46362501,Kwa Issa Gunda,0,Rufiji,Kisutu,Ruvuma,10,5,Namtumbo,Rwinga,250,FALSE,GeoData Consultants Ltd,WUA,Libango water scheme,TRUE,1982,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,non functional
20028,6000,3/14/11,Roman,1335,Roman,34.95403156,-9.86733493,none,0,Lake Nyasa,Myoruwa,Iringa,11,5,Ludewa,Mundindi,80,TRUE,GeoData Consultants Ltd,VWC,Roman,FALSE,1999,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
59420,0,3/15/11,Mkinga Distric Coun,0,DWE,38.81121679,-4.82717015,Seif Mwarabu,32,Pangani,Loko,Tanga,4,8,Mkinga,Maramba,30,TRUE,GeoData Consultants Ltd,VWC,Magati gravity water,TRUE,1982,gravity,gravity,gravity,vwc,user-group,never pay,never pay,coloured,colored,enough,enough,other,other,unknown,communal standpipe,communal standpipe,functional
32185,0,7/7/11,,0,,33.62345704,-9.34544681,Shule Ya Sekondali Lutengano,0,Lake Nyasa,Ipyana,Mbeya,12,4,Rungwe,Kisondela,0,TRUE,GeoData Consultants Ltd,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
9770,0,3/20/13,Danida,1625,DANIDA,34.83569936,-10.98750402,Kwa Mzee Lumumba,0,Lake Nyasa,Litembo Chini,Ruvuma,10,3,Mbinga,Litembo,30,,GeoData Consultants Ltd,VWC,DANIDA,TRUE,1995,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
45510,0,8/4/11,Rudep,1654,DWE,31.44531171,-8.27910345,Kwa Bernard Chipuzi,0,Lake Tanganyika,Tunzi,Rukwa,15,2,Sumbawanga Rural,Mkowe,70,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1991,other,other,other,vwc,user-group,never pay,never pay,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,other,other,non functional
14924,30,2/5/13,Lga,412,LGA,39.32318452,-10.61796369,Jangwani,0,Ruvuma / Southern Coast,Jangwani,Mtwara,90,33,Newala,Maputi,210,TRUE,GeoData Consultants Ltd,VWC,Mitema,FALSE,2011,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
52979,0,3/26/11,Government Of Tanzania,1399,DWE,38.50200217,-4.7798585,Kwa Mzee Ifraim,0,Pangani,Kwewati,Tanga,4,1,Lushoto,Mgwashi,1,TRUE,GeoData Consultants Ltd,VWC,Baga 2 streem,TRUE,1975,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
5291,0,10/25/12,Jimbo Fund,0,Government,0,-2.00E-08,Hospitalini Nyamikoma,0,Lake Victoria,Nyamikoma C,Mwanza,19,2,Magu,Kabita,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
46549,0,11/3/12,Government Of Tanzania,0,Central government,32.9754289,-4.91800442,Zahanati,0,Lake Tanganyika,Upuge A,Tabora,14,3,Uyui,Upuge,0,TRUE,GeoData Consultants Ltd,VWC,Upuge water supply,TRUE,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non functional
45439,0,7/31/11,Kkkt,0,KKKT,32.62838842,-8.69018463,Jumapili Mkondia,0,Lake Rukwa,Ilalangulu,Mbeya,12,6,Mbozi,Nambinzo,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
69379,0,8/4/11,Tasaf,1142,DWE,33.07069904,-2.10846451,School,0,Lake Victoria,Kiwandani,Mwanza,19,1,Ukerewe,Nakatuguru,246,TRUE,GeoData Consultants Ltd,,,TRUE,2011,other,other,other,unknown,unknown,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,other,other,functional
30775,0,12/16/12,Government Of Tanzania,1129,Government,33.51619836,-1.83430952,Zahanati,0,Lake Victoria,Cha Zahanati,Mara,20,3,Musoma Rural,Murangi,45,,GeoData Consultants Ltd,Parastatal,,TRUE,1970,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,enough,enough,lake,river/lake,surface,communal standpipe,communal standpipe,non functional
40847,0,2/3/13,Government Of Tanzania,1247,Government,34.84975272,-10.74378499,Kwa Mzee Kapinga,0,Lake Nyasa,Ligunga,Ruvuma,10,3,Mbinga,Matiri,60,,GeoData Consultants Ltd,VWC,Government,TRUE,2005,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
26627,0,11/6/12,Tlc/john Majala,0,TLC/John Majala,32.51050551,-4.39732604,John Majala,0,Lake Tanganyika,Ishihimulwa,Tabora,14,3,Uyui,Bukumbi,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,afridev,afridev,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
66498,250,2/18/13,Norad,1276,NORAD,30.16129587,-4.47294971,Kwa Nkhende,0,Lake Tanganyika,Katandara,Kigoma,16,2,Kasulu,Kigondo,540,TRUE,GeoData Consultants Ltd,Water authority,Chovora,TRUE,1984,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional
8465,0,10/25/12,Hesawa,1674,Hesawa,34.43043496,-1.37279805,Kwa Werya Mwita,0,Lake Victoria,Center,Mara,20,1,Tarime,Binagi,50,FALSE,GeoData Consultants Ltd,,,TRUE,1995,swn 80,swn 80,handpump,private operator,commercial,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
782,0,8/18/11,Tasaf,1754,DWE,32.08379067,-8.48339295,Zahanati,0,Lake Rukwa,Kamnyazya,Rukwa,15,2,Sumbawanga Rural,Kalambazite,400,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2003,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non functional
62372,0,7/15/11,Oxfam,0,OXFAM,30.81384286,-2.45589926,Kabaheshi,0,Lake Victoria,Kumunazi,Kagera,18,30,Ngara,Rusumo,0,TRUE,GeoData Consultants Ltd,VWC,Nyamabale spring source,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional needs repair
18829,0,11/7/11,Danida,0,Central government,33.90563008,-9.61976273,Kwa Chepe Mwakagile,0,Lake Nyasa,Itope,Mbeya,12,3,Kyela,Bujonde,0,TRUE,GeoData Consultants Ltd,VWC,Ngana water supplied scheme,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
67735,0,3/16/11,Government Of Tanzania,459,RWE,37.42462233,-6.91713764,Kwa Ng'Alanga,0,Wami / Ruvu,Kololo,Morogoro,5,6,Mvomero,Melela,90,TRUE,GeoData Consultants Ltd,VWC,Borehole,TRUE,1977,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non functional
28909,0,3/11/11,Danida,1821,DANID,34.55898235,-9.73182959,none,0,Lake Nyasa,Mashariki,Iringa,11,5,Ludewa,Mlangali,40,TRUE,GeoData Consultants Ltd,VWC,DANIDA,FALSE,1992,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
44269,0,3/23/13,Government Of Tanzania,1255,DWE,37.53681449,-3.30123692,Kwa Elidaima Somboi,0,Pangani,King'Aroni,Kilimanjaro,3,4,Moshi Rural,Mamba Kusini,1,FALSE,GeoData Consultants Ltd,VWC,Una mkolowoni,TRUE,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,non functional
5415,0,10/11/12,Rural Water Supply And Sanitat,0,DWE,32.0875088,-3.45161795,Mama Na Maji,0,Lake Tanganyika,Malenge,Shinyanga,17,5,Bukombe,Bukombe,0,TRUE,GeoData Consultants Ltd,WUG,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
5759,0,3/26/13,World Vision,1662,DWE,36.61761258,-3.25889187,Kwa Longida,0,Pangani,Rc,Arusha,2,2,Arusha Rural,Olkokola,150,TRUE,GeoData Consultants Ltd,VWC,Lemanyata pipe line,TRUE,1990,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
22936,0,7/3/13,Government Of Tanzania,1193,Community,36.89741052,-3.36323276,Wilium Lamuya,0,Pangani,Sokoni,Arusha,2,7,Meru,Maji ya Chai,130,TRUE,GeoData Consultants Ltd,VWC,Tuvaila gravity water supply,TRUE,2008,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
66423,0,1/30/13,Tasaf,154,Kilwa company,39.15087861,-10.38981592,Nang'Ilela,0,Ruvuma / Southern Coast,Msikitini,Lindi,80,53,Ruangwa,Malolo,620,,GeoData Consultants Ltd,VWC,,TRUE,2010,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
38140,0,3/12/11,Government Of Tanzania,0,Gover,36.44971165,-5.94872827,none,0,Wami / Ruvu,,Dodoma,1,3,Kongwa,Hogoro,0,TRUE,GeoData Consultants Ltd,VWC,Hogo,TRUE,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,salty,salty,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
60313,0,1/29/13,Government Of Tanzania,295,GOVERNMENT,38.52700679,-11.16401287,Mission,0,Ruvuma / Southern Coast,Elimu,Mtwara,90,63,Nanyumbu,Nanyumbu,99,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2008,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
10242,0,12/3/13,Oxfam,1684,DWE,36.69744644,-3.31750771,Kwa Semali,0,Pangani,Oleiguruno,Arusha,2,2,Arusha Rural,Ilkiding'a,200,TRUE,GeoData Consultants Ltd,VWC,Nabaiye pipe line,TRUE,1998,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
46865,0,1/22/13,Tcrs,1489,TCRS,30.56138561,-5.74697134,Plot 15,0,Lake Tanganyika,Barabara 8,Rukwa,15,1,Mpanda,Mishamo,1,TRUE,GeoData Consultants Ltd,Water authority,,TRUE,1983,other,other,other,water authority,commercial,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other,non functional
5589,0,2/15/13,Dwsp,0,DWE,0,-2.00E-08,Maendeleo,0,Lake Victoria,Bipihai,Shinyanga,17,1,Bariadi,Somanda,0,FALSE,GeoData Consultants Ltd,WUG,,FALSE,0,other,other,other,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,other,other,non functional
21141,200,3/9/11,Magoma Adp,348,Local  technician,38.59351501,-4.87698536,Kwampangala,0,Pangani,Kinondo,Tanga,4,2,Korogwe,Magoma,60,TRUE,GeoData Consultants Ltd,VWC,Nagoma water supply,FALSE,2009,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional
32361,500,2/12/13,Danida,826,DANIDA,36.00937843,-10.53145132,Shuleni,0,Rufiji,Katalama,Ruvuma,10,5,Namtumbo,Msindo,450,TRUE,GeoData Consultants Ltd,VWC,Libango water use group scheme,TRUE,1990,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional
25692,0,4/13/11,,0,,33.86434384,-8.82834831,Msikitini,0,Rufiji,Kanalunwa,Mbeya,12,7,Mbarali,Igurusi,0,TRUE,GeoData Consultants Ltd,WUA,,TRUE,0,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional
30213,0,7/25/11,Swedish,0,Sengerema Water Department,32.6908744,-2.56849749,Kwa Luhula,0,Lake Victoria,Manoni,Mwanza,19,5,Sengerema,Kasungamile,0,TRUE,GeoData Consultants Ltd,VWC,None,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
34176,0,7/27/11,Government Of Tanzania,1318,RWE,32.99446518,-2.07007443,School,0,Lake Victoria,Zamu A,Mwanza,19,1,Ukerewe,Mukituntu,1500,TRUE,GeoData Consultants Ltd,VWC,Kazilankanda Water Supply,TRUE,1982,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe multiple,communal standpipe,non functional
18875,0,3/29/13,Government Of Tanzania,1348,District council,37.60274724,-3.29077828,Kwa Thomas Kimaro,0,Pangani,Nguduni,Kilimanjaro,3,1,Moshi Rural,Mwika Kusini,1,TRUE,GeoData Consultants Ltd,Company,Mahida mawanda water supply,TRUE,1980,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
19102,0,4/6/11,,0,,34.37276786,-8.76942692,Kwa Issa Mwangala,0,Rufiji,Barabarani,Mbeya,12,7,Mbarali,Rujewa,0,FALSE,GeoData Consultants Ltd,Water Board,,TRUE,0,gravity,gravity,gravity,water board,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional
51699,0,10/13/12,Aict,0,AICT,33.21999498,-3.66336113,Imelamakoye,0,Internal,Bukumbi,Shinyanga,17,3,Shinyanga Rural,Mwantini,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,functional
63993,0,3/3/13,Tassaf,1019,TASSAF,35.15284153,-11.13519696,Kwa Mzee Pwagu,0,Ruvuma / Southern Coast,Mkomambinda,Ruvuma,10,3,Mbinga,Mpepai,40,FALSE,GeoData Consultants Ltd,VWC,TASSAF,TRUE,2007,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
53761,0,7/27/11,Government Of Tanzania,0,,0,-2.00E-08,Ibisabageni Primary,0,Lake Victoria,Beda B,Mwanza,19,6,Geita,Lubanga,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
73367,0,10/19/12,Rural Water Supply And Sanitat,0,DWE,32.11782702,-3.60644526,Shule Ya Msingi Lubeho,0,Lake Tanganyika,Kasoji,Shinyanga,17,5,Bukombe,Masumbwe,0,,GeoData Consultants Ltd,Parastatal,,TRUE,0,nira/tanira,nira/tanira,handpump,parastatal,parastatal,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
50957,0,2/16/13,Dwsp,0,DWE,0,-2.00E-08,Amani,0,Lake Victoria,Mkomelo,Shinyanga,17,1,Bariadi,Nyakabindi,0,FALSE,GeoData Consultants Ltd,WUG,,FALSE,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
